,Scientific Name,Common Name,Order,Family
2148,Dicromantispa interrupta,Four-Spotted Mantidfly,Neuroptera,Mantispidae
2149,Dira clytus,Cape Autumn Widow,Lepidoptera,Nymphalidae
2150,Acronicta rubricoma,Ruddy Dagger Moth,Lepidoptera,Noctuidae
2151,Coenonympha pamphilus,small heath,Lepidoptera,Nymphalidae
2152,Bombus mixtus," fuzzy-horned bumblebee, tricoloured bumblebee, orange-belted bumblebee, mixed bumblebee.
",Hymenoptera,Apidae
2153,Charidotella sexpunctata,Golden tortoise beetle,Coleoptera,Chrysomelidae
2154,Argia immunda,Kiowa Dancer,Odonata,Coenagrionidae
2155,Prenolepis imparis,the false honey ant,Hymenoptera,Formicidae
2156,Cyrtepistomus castaneus,asiatic oak weevil,Coleoptera,Curculionidae
2157,Thorybes pylades,Northern Cloudywing,Lepidoptera,Hesperiidae
2158,Satyrium favonius,The Oak Hairstreak or Southern Hairstreak,Lepidoptera,Lycaenidae
2159,Dichorda iridaria,Showy Emerald Moth,Lepidoptera,Geometridae
2160,Pyrisitia proterpia,Tailed Orange,Lepidoptera,Pieridae
2161,Orgyia definita,Definite tussock moth,Lepidoptera,Erebidae
2162,Plodia interpunctella,Indianmeal moth,Lepidoptera,Pyralidae
2163,Amphiagrion saucium,Eastern Red Damsel,Odonata,Coenagrionidae
2164,Limnaecia phragmitella,shy cosmet moth,Lepidoptera,Cosmopterigidae
2165,Epiblema strenuana,"Stem-Galling Moth, Ragweed Borer",Lepidoptera,Tortricidae
2166,Spodoptera exigua,Beet Armyworm,Lepidoptera,Noctuidae
2167,Melipotis indomita,Indomitable Graphic Moth,Lepidoptera,Erebidae
2168,Erynnis tages,The Dingy Skipper,Lepidoptera,Hesperiidae
2169,Xylophanes tersa,Tersa Sphinx,Lepidoptera,Sphingidae
2170,Harrisimemna trisignata,Harris's three spot,Lepidoptera,Noctuidae
2171,Clytus ruricola,longhorned beetle,Coleoptera,Cerambycidae
2172,Zale lunata,Lunate Zale Moth,Lepidoptera,Erebidae
2173,Tetragonisca angustula,,Hymenoptera,Apidae
2174,Sympetrum costiferum,Saffron-winged Meadowhawk,Odonata,Libellulidae
2175,Pieris canidia,Indian cabbage white,Lepidoptera,Pieridae
2176,Lygropia rivulalis,log lygropia moth,Lepidoptera,Crambidae
2177,Limenitis archippus,viceroy,Lepidoptera,Nymphalidae
2178,Dolichovespula maculata,Bald-Faced Hornet,Hymenoptera,Vespidae
2179,Nigetia formosalis,Thin-Winged Owlet Moth,Lepidoptera,Erebidae
2180,Caenurgina erechtea,"orage looper, common grass moth",Lepidoptera,Erebidae
2181,Sphinx chersis,"the great ash sphinx, northern ash sphinx",Lepidoptera,Sphingidae
2182,Leptosia nina,,Lepidoptera,Pieridae
2183,Epiblema scudderiana,Goldenrod Gall Moth,Lepidoptera,Tortricidae
2184,Coelostathma discopunctana,Batman moth,Lepidoptera,Tortricidae
2185,Polygonia gracilis,Hoary comma,Lepidoptera,Nymphalidae
2186,Closterotomus norwegicus,"potato bug, potato capsid, strawberry bug",Hemiptera,Miridae
2187,Euphydryas chalcedona,Variable Checkerspot,Lepidoptera,Nymphalidae
2188,Gonepteryx rhamni,Common brimstone,Lepidoptera,Pieridae
2189,Halictus poeyi,Poey's furrow bee,Hymenoptera,Halictidae
2190,Ladona julia,chalk-fronted corporal,Odonata,Libellulidae
2191,Cupido argiades,short-tailed blue,Lepidoptera,Lycaenidae
2192,Melaphis rhois,StaghornSumac Aphid,Hemiptera,Aphididae
2193,Phlogophora periculosa,brown angle shades,Lepidoptera,Noctuidae
2194,Phosphila turbulenta,Turbulent Phosphila,Lepidoptera,Noctuidae
2195,Macroglossum stellatarum,hummingbird hawk-moth,Lepidoptera,Sphingidae
2196,Ameles spallanzania,European Dwarf Mantis ,Mantodea,Amelidae
2197,Parrhasius m-album,white M hairstreak butterfly,Lepidoptera,Lycaenidae
2198,Polistes carnifex,"Executioner Paper Wasp, Executioner Wasp",Hymenoptera,Vespidae
2199,Pyrausta volupialis,volupial pyrausta moth,Lepidoptera,Crambidae
2200,Nola desmotes,,Lepidoptera,Nolidae
2201,Murgantia histrionica,Harlequin Cabbage Bug,Hemiptera,Pentatomidae
2202,Heliopetes ericetorum,northern white-skipper,Lepidoptera,Hesperiidae
2203,Acharia stimulea,Saddleback Caterpillar ,Lepidoptera,Limacodidae
2204,Vanessa virginiensis,American Lady,Lepidoptera,Nymphalidae
2205,Atalopedes campestris,Sachem,Lepidoptera,Hesperiidae
2206,Pyrgus malvoides,Southern Grizzled Skipper,Lepidoptera,Hesperiidae
2207,Caedicia simplex,bush cricket,Orthoptera,Tettigoniidae
2208,Pterophorus pentadactyla,white plume moth,Lepidoptera,Pterophoridae
2209,Perina nuda,"clearwood tussock moth, banyan tussock moth",Lepidoptera,Erebidae
2210,Eucosma parmatana,olethreutine leafroller moth,Lepidoptera,Tortricidae
2211,Eristalis tenax,"the drone fly,rat-tailed maggot",Diptera,Syrphidae
2212,Rhodobaenus quinquepunctatus,cocklebur weevil,Coleoptera,Curculionidae
2213,Calopteron terminale,End-banded Net-Winged Beetle,Coleoptera,Lycidae
2214,Halysidota harrisii,sycamore tussock moth,Lepidoptera,Erebidae
2215,Amphipyra pyramidoides,Copper Underwing,Lepidoptera,Noctuidae
2216,Schinia florida,Primrose moth,Lepidoptera,Noctuidae
2217,Hypsopygia olinalis,yellow-fringed dolichomia,Lepidoptera,Pyralidae
2218,Neptis hylas,Common Sailor,Lepidoptera,Nymphalidae
2219,Morpho helenor,"Common Blue Morpho, Helenor Blue Morpho",Lepidoptera,Nymphalidae
2220,Daimio tethys,White-Banded Flat Butterfly,Lepidoptera,Hesperiidae
2221,Lethe portlandia,,Lepidoptera,Nymphalidae
2222,Anthidium oblongatum,Oblong Woolcarder Bee,Hymenoptera,Megachilidae
2223,Eilema sororcula,The Orange Footman,Lepidoptera,Erebidae
2224,Magicicada septendecim,pharaoh cicada,Hemiptera,Cicadidae
2225,Tyta luctuosa,"Four-spotted Moth, Field Bindweed Moth",Lepidoptera,Noctuidae
2226,Euborellia annulipes,ring-legged earwig,Dermaptera,Anisolabididae
2227,Xenox tigrinus,Tiger Bee Fly,Diptera,Bombyliidae
2228,Macromia illinoiensis,swift river cruiser,Odonata,Macromiidae
2229,Sympetrum obtrusum,White-faced Meadowhawk,Odonata,Libellulidae
2230,Panthea acronyctoides,tufted spruce caterpillar,Lepidoptera,Noctuidae
2231,Oxycarenus lavaterae,lime seed bug,Hemiptera,Oxycarenidae
2232,Maliattha amorpha,,Lepidoptera,Noctuidae
2233,Hoplodrina ambigua,Vine's rustic,Lepidoptera,Noctuidae
2234,Sympetrum striolatum,Common Darter,Odonata,Libellulidae
2235,Doxocopa laure,Silver Emperor,Lepidoptera,Nymphalidae
2236,Enyo lugubris,Mournful Sphinx Moth,Lepidoptera,Sphingidae
2237,Melitaea didyma,Spotted Fritillary,Lepidoptera,Nymphalidae
2238,Eumorpha vitis,Vine Sphinx,Lepidoptera,Sphingidae
2239,Mechanitis polymnia,Orange-spotted Tiger Clearwing,Lepidoptera,Nymphalidae
2240,Lobocleta ossularia,drab brown wave moth,Lepidoptera,Geometridae
2241,Enallagma civile,Familiar Bluet,Odonata,Coenagrionidae
2242,Palpita vitrealis," jasmine moth, white pearl",Lepidoptera,Crambidae
2243,Campaea perlata,Pale beauty,Lepidoptera,Geometridae
2244,Pheosidea elegans,Elegant Prominent,Lepidoptera,Notodontidae
2245,Glaucopsyche lygdamus,Silvery blue,Lepidoptera,Lycaenidae
2246,Virbia aurantiaca,Orange Holomelina,Lepidoptera,Erebidae
2247,Heliomata cycladata,common spring moth,Lepidoptera,Geometridae
2248,Speyeria callippe,callippe fritillary,Lepidoptera,Nymphalidae
2249,Apis mellifera,"Western Honey Bee, European Honey Bee",Hymenoptera,Apidae
2250,Eurydema oleracea,"The rape bug, the crucifer shield bug, the cabbage bug, the brassica bug",Hemiptera,Pentatomidae
2251,Eumorpha fasciatus,Banded sphinx moth,Lepidoptera,Sphingidae
2252,Euodynerus foraminatus,mason wasp,Hymenoptera,Vespidae
2253,Schistocerca nitens,"vagrant grasshopper, gray bird grasshopper",Orthoptera,Acrididae
2254,Stethophyma grossum,Large Marsh Grasshopper,Orthoptera,Acrididae
2255,Phaneroptera falcata,sickle-bearing bush-cricket,Orthoptera,Tettigoniidae
2256,Laphria thoracica,bee-like robber fly,Diptera,Asilidae
2257,Celastrina echo,Pacific Azure,Lepidoptera,Lycaenidae
2258,Emesis emesia,Pacific Azure,Lepidoptera,Riodinidae
2259,Ecliptopera silaceata,Small Phoenix ,Lepidoptera,Geometridae
2260,Anarta trifolii,"The Nutmeg, Clover Cutworm",Lepidoptera,Noctuidae
2261,Eristalinus aeneus,Syrphid Fly,Diptera,Syrphidae
2262,Darapsa choerilus,azalea sphinx,Lepidoptera,Sphingidae
2263,Zelus renardii,Leaf Hopper Assissan Bug,Hemiptera,Reduviidae
2264,Calliphora vicina,Blue blowfly,Diptera,Calliphoridae
2265,Plagodis serinaria,lemon plagodis,Lepidoptera,Geometridae
2266,Chytonix palliatricula,Cloaked marvel moth,Lepidoptera,Noctuidae
2267,Enallagma aspersum,Azure Bluet,Odonata,Coenagrionidae
2268,Progomphus obscurus,the common sanddragon,Odonata,Gomphidae
2269,Halysidota tessellaris,Pale Tiger Moth,Lepidoptera,Erebidae
2270,Borbo cinnara,rice swift or Formosan swift,Lepidoptera,Hesperiidae
2271,Rachiplusia ou,the gray looper moth,Lepidoptera,Noctuidae
2272,Burnsius albescens,White checkered skipper,Lepidoptera,Hesperiidae
2273,Erinnyis obscura,Obscure Sphinx,Lepidoptera,Sphingidae
2274,Spragueia leo,Common Spraguela,Lepidoptera,Noctuidae
2275,Enallagma hageni,Hagen's Bluet,Odonata,Coenagrionidae
2276,Piezodorus lituratus,the gorse shield bug,Hemiptera,Pentatomidae
2277,Glaphyria sesquistrialis,white-roped glaphyria moth,Lepidoptera,Crambidae
2278,Belenois java,"caper white, common white",Lepidoptera,Pieridae
2279,Cladara atroliturata,Scribbler moth,Lepidoptera,Geometridae
2280,Jamides bochus,Dark cerulean,Lepidoptera,Lycaenidae
2281,Carpocoris purpureipennis,shield bug,Hemiptera,Pentatomidae
2282,Eurema mexicana,shield bug,Lepidoptera,Pieridae
2283,Tapinoma sessile,Odorous House Ant,Hymenoptera,Formicidae
2284,Aplocera plagiata,"Treble-Bar, St. John's Wort Inchworm",Lepidoptera,Geometridae
2285,Scarites subterraneus,"the big-headed ground beetle, pedunculate ground beetle",Coleoptera,Carabidae
2286,Doleschallia bisaltide,Autumn Leaf,Lepidoptera,Nymphalidae
2287,Chalcoela iphitalis,Sooty-winged chalcoela,Lepidoptera,Crambidae
2288,Graphocephala fennahi,rhododendron leafhopper,Hemiptera,Cicadellidae
2289,Perizoma alchemillata,small rivulet moth,Lepidoptera,Geometridae
2290,Papilio rumiko,Western Giant Swallowtail,Lepidoptera,Papilionidae
2291,Cicindela campestris,green tiger beetle,Coleoptera,Carabidae
2292,Acytolepis puspa,Hedge Blue Butterfly,Lepidoptera,Lycaenidae
2293,Megachile sculpturalis,Giant Resin Bee,Hymenoptera,Megachilidae
2294,Spilostethus saxatilis,Cretan Soldier Beetle,Hemiptera,Lygaeidae
2295,Polygonia faunus,Green comma,Lepidoptera,Nymphalidae
2296,Urola nivalis,Snowy Urola Moth,Lepidoptera,Crambidae
2297,Orthemis ferruginea,Roseate Skimmer,Odonata,Libellulidae
2298,Icaricia acmon,the Acmon blue,Lepidoptera,Lycaenidae
2299,Melanolestes picipes,"BlackCorsair,Black May Beetle-eatter",Hemiptera,Reduviidae
2300,Nemoria lixaria,Red-Bordered Emerald,Lepidoptera,Geometridae
2301,Euphoria inda,Bumble Flower Beetle,Coleoptera,Scarabaeidae
2302,Leucania adjuta,adjutant wainscot,Lepidoptera,Noctuidae
2303,Junonia atlites,Grey pansy,Lepidoptera,Nymphalidae
2304,Andrena fulva,Tawny Mining Bee,Hymenoptera,Andrenidae
2305,Colostygia pectinataria,Green carpet,Lepidoptera,Geometridae
2306,Argia sedula,Blue-Ringed Dancer,Odonata,Coenagrionidae
2307,Bombus pratorum," Early-Nesting Humble-bee, Early Nesting Bumblebee, Early Humble-Bee",Hymenoptera,Apidae
2308,Cosmia trapezina,dun-bar,Lepidoptera,Noctuidae
2309,Neoconocephalus triops,Broad-Tipped Katydid,Orthoptera,Tettigoniidae
2310,Nathalis iole,"Dainty Sulphur, Dwarf Yellow",Lepidoptera,Pieridae
2311,Heliconius charithonia,"zebra longwing, zebra heliconian",Lepidoptera,Nymphalidae
2312,Boyeria vinosa,Fawn darner,Odonata,Aeshnidae
2313,Xylocopa californica,California carpenter bee,Hymenoptera,Apidae
2314,Polia nimbosa,stormy arches,Lepidoptera,Noctuidae
2315,Atta texana,Texas Leafcutter,Hymenoptera,Formicidae
2316,Palpita magniferalis,splendid palpita snout moth,Lepidoptera,Crambidae
2317,Catocala concumbens,Pink underwing,Lepidoptera,Erebidae
2318,Cyligramma latona,cream-striped owl moth,Lepidoptera,Erebidae
2319,Orthetrum chrysis,"The Spine-tufted skimmer, brown-backed red marsh hawk",Odonata,Libellulidae
2320,Efferia aestuans,Friendly Robber,Diptera,Asilidae
2321,Brachygastra mellifica,Mexican honey wasp,Hymenoptera,Vespidae
2322,Laspeyria flexula,beautiful hook-tip moth,Lepidoptera,Erebidae
2323,Chrysolina bankii,Leaf beetle,Coleoptera,Chrysomelidae
2324,Siproeta stelenes,malachite,Lepidoptera,Nymphalidae
2325,Pandemis limitata,three-lined leafroller,Lepidoptera,Tortricidae
2326,Scolia dubia,"the two-spotted scoliid wasp, blue-winged scoliid wasp",Hymenoptera,Scoliidae
2327,Mallophora fautrix,Flordia Bee killer,Diptera,Asilidae
2328,Papilio thoas,"the king swallowtail, Thoas swallowtail,",Lepidoptera,Papilionidae
2329,Clepsis melaleucana,"the king swallowtail, Thoas swallowtail,",Lepidoptera,Tortricidae
2330,Prionus coriarius,"the tanner, the sawyer",Coleoptera,Cerambycidae
2331,Sympetrum vulgatum,Vagrant Darter,Odonata,Libellulidae
2332,Bombus bimaculatus,Two-spotted bumble bee,Hymenoptera,Apidae
2333,Costaconvexa centrostrigaria,bent-line carpet,Lepidoptera,Geometridae
2334,Erynnis propertius,duskywings,Lepidoptera,Hesperiidae
2335,Cucullia asteroides,"goldenrod hooded owlet, asteroid moth",Lepidoptera,Noctuidae
2336,Polyommatus icarus,"The common blue butterfly, European common blue",Lepidoptera,Lycaenidae
2337,Anax longipes,Comet Darner,Odonata,Aeshnidae
2338,Typocerus zebra,Zebra Longhorn,Coleoptera,Cerambycidae
2339,Eburia quadrigeminata,"Ivory-Marked Beetle, Ivory-Marked Borer",Coleoptera,Cerambycidae
2340,Rabdophaga strobiloides,Willow pinecone gall midge,Diptera,Cecidomyiidae
2341,Megisba malaya,The Malayan,Lepidoptera,Lycaenidae
2342,Anatis ocellata,Eyed Ladybug,Coleoptera,Coccinellidae
2343,Ematurga atomaria,Common Heath,Lepidoptera,Geometridae
2344,Acronicta insularis,"Cattail Caterpillar, Henry's March Moth",Lepidoptera,Noctuidae
2345,Diaprepes abbreviatus,"Diaprepes Root Weevil, Citrus Root Weevil,
Sugarcane Rootstock Borer Weevil",Coleoptera,Curculionidae
2346,Lethe confusa,banded treebrown butterfly,Lepidoptera,Nymphalidae
2347,Habrosyne pyritoides,Buff arches,Lepidoptera,Drepanidae
2348,Petrophila bifascialis,two-banded petrophila moth,Lepidoptera,Crambidae
2349,Aporia crataegi,Black-Veined White,Lepidoptera,Pieridae
2350,Automeris io,Io Moth,Lepidoptera,Saturniidae
2351,Boloria epithore,Pacific fritillary,Lepidoptera,Nymphalidae
2352,Hypoprepia miniata,the scarlet-winged lichen moth or scarlet lichen moth,Lepidoptera,Erebidae
2353,Sympetrum vicinum,"Yellow-legged Meadowhawk, Autumn Meadowhawk",Odonata,Libellulidae
2354,Endotricha pyrosalis,,Lepidoptera,Pyralidae
2355,Cigaritis vulcanus,common silverline,Lepidoptera,Lycaenidae
2356,Eristalis arbustorum,European drone fly,Diptera,Syrphidae
2357,Abracris flavolineata,Short-horned Grasshopper,Orthoptera,Acrididae
2358,Hippotion scrofa,Coprosma Hawk Moth,Lepidoptera,Sphingidae
2359,Bolitotherus cornutus,forked fungus beetle,Coleoptera,Tenebrionidae
2360,Pselliopus barberi,Orange Assassin Bug,Hemiptera,Reduviidae
2361,Brenthis ino,lesser marbled fritillary,Lepidoptera,Nymphalidae
2362,Desmia funeralis,Grape Leaffolder Moth,Lepidoptera,Crambidae
2363,Tropidacris cristata,Giant Red-winged Grasshopper,Orthoptera,Romaleidae
2364,Lophocampa caryae,hickory tussock moth,Lepidoptera,Erebidae
2365,Hipparchia semele,grayling,Lepidoptera,Nymphalidae
2366,Plagodis pulveraria,the barred umber,Lepidoptera,Geometridae
2367,Caenurgia chloropha,vetch looper moth,Lepidoptera,Erebidae
2368,Rivula propinqualis,"the spotted grass moth, yellow snout-moth",Lepidoptera,Erebidae
2369,Dorcus parallelipipedus,Lesser Stag Beetle,Coleoptera,Lucanidae
2370,Chrysoteuchia culmella,garden grass veneer,Lepidoptera,Crambidae
2371,Coreus marginatus,Dock bug,Hemiptera,Coreidae
2372,Selenisa sueroides," pale-edged selenisa, legume caterpillar",Lepidoptera,Erebidae
2373,Euploea midamus,Blue Spotted Crow,Lepidoptera,Nymphalidae
2374,Dioctria hyalipennis,Robber Fly,Diptera,Asilidae
2375,Polyommatus bellargus,Adonis blue,Lepidoptera,Lycaenidae
2376,Lebadea martha,knight butterfly,Lepidoptera,Nymphalidae
2377,Coenagrion puella,Azure damselfly,Odonata,Coenagrionidae
2378,Aeshna interrupta,Variable Darner,Odonata,Aeshnidae
2379,Monochamus notatus,"Northeastern Pine Sawyer, Notable Sawyer",Coleoptera,Cerambycidae
2380,Andricus kingi,Red Cone Gall Wasp ,Hymenoptera,Cynipidae
2381,Lestes forcipatus,sweetflag spreadwing,Odonata,Lestidae
2382,Iphiclides feisthamelii,southern scarce swallowtail,Lepidoptera,Papilionidae
2383,Nerice bidentata,"Base-Streaked Prominent Moth, Double-Toothed Moth ",Lepidoptera,Notodontidae
2384,Boloria euphrosyne,Pearl-bordered fritillary,Lepidoptera,Nymphalidae
2385,Brachythemis contaminata,Ditch jewel,Odonata,Libellulidae
2386,Rutpela maculata,the spotted longhorn,Coleoptera,Cerambycidae
2387,Boisea rubrolineata,western boxelder bug,Hemiptera,Rhopalidae
2388,Chlorochroa ligata,Conchuela bug,Hemiptera,Pentatomidae
2389,Libellula quadrimaculata,"four-spotted chaser, sour-spotted skimmer",Odonata,Libellulidae
2390,Kleidocerys resedae,the birch catkin bug,Hemiptera,Lygaeidae
2391,Pyrausta despicata,the straw-barred pearl,Lepidoptera,Crambidae
2392,Dromogomphus spoliatus,Flag-Tailed Spinyleg,Odonata,Gomphidae
2393,Hypena madefactalis,gray-eyed bomolocha,Lepidoptera,Erebidae
2394,Nymphalis antiopa,Morning Cloak,Lepidoptera,Nymphalidae
2395,Lon taxiles,taxiles skipper,Lepidoptera,Hesperiidae
2396,Parapoynx diminutalis,Hydrilla leafcutter moth,Lepidoptera,Crambidae
2397,Psorophora ciliata,"gallinipper,shaggy-legged gallinippe",Diptera,Culicidae
2398,Linepithema humile,argentine ant,Hymenoptera,Formicidae
2399,Eumaeus atala,"Atala butterfly, coontie hairstreak",Lepidoptera,Lycaenidae
2400,Catocala amatrix,Sweetheart underwing,Lepidoptera,Erebidae
2401,Argia nahuana,Aztec Dancer,Odonata,Coenagrionidae
2402,Pyronia bathseba,Spanish gatekeeper,Lepidoptera,Nymphalidae
2403,Tetracis cachexiata,White Slate-line,Lepidoptera,Geometridae
2404,Siona lineata,black-veined moth,Lepidoptera,Geometridae
2405,Stagmomantis carolina,Carolina Mantis,Mantodea,Mantidae
2406,Abraxas sylvata,Clouded Magpie ,Lepidoptera,Geometridae
2407,Aptera fusca,"Cape Mountain Cockroach, Giat Cockroach, 
Table Moutain Cockroach ",Blattodea,Blaberidae
2408,Lestes alacer,plateau spreadwing,Odonata,Lestidae
2409,Ochropleura implecta,	flame-shouldered dart,Lepidoptera,Noctuidae
2410,Mesembrina meridiana,"Noon fly, Noonday fly",Diptera,Muscidae
2411,Pyrochroa coccinea,Cardinal beetle,Coleoptera,Pyrochroidae
2412,Zale horrida,Horrid Zale,Lepidoptera,Erebidae
2413,Anania hortulata,Small Magpie,Lepidoptera,Crambidae
2414,Clepsis persicana,white triangle tortrix,Lepidoptera,Tortricidae
2415,Cicindela hybrida,northern dune tiger beetle,Coleoptera,Carabidae
2416,Dactylotum bicolor,barber pole grasshopper,Orthoptera,Acrididae
2417,Bombus impatiens,Common eastern bumble bee,Hymenoptera,Apidae
2418,Acanthocephala declivis,Giant Leaf-footed bug,Hemiptera,Coreidae
2419,Colocasia coryli,Nut-tree tussock,Lepidoptera,Noctuidae
2420,Achyra affinitalis,Cotton Web Spinner,Lepidoptera,Crambidae
2421,Polygrammate hebraeicum,"Hebrew moth, Hebrew",Lepidoptera,Noctuidae
2422,Largus succinctus,largus bug,Hemiptera,Largidae
2423,Pseudochorthippus curtipennis,marsh meadow grasshopper,Orthoptera,Acrididae
2424,Palpita quadristigmalis,four-spotted palpita moth,Lepidoptera,Crambidae
2425,Trichius fasciatus,Eurasian Bee Beetle,Coleoptera,Scarabaeidae
2426,Petrophila jaliscalis,,Lepidoptera,Crambidae
2427,Pseudosphinx tetrio,"tetrio sphinx, giant gray sphinx, frangipani hornworm,plumeria caterpillar.",Lepidoptera,Sphingidae
2428,Coccinella septempunctata,seven-spot ladybird,Coleoptera,Coccinellidae
2429,Corydalus cornutus,eastern dobsonfly,Megaloptera,Corydalidae
2430,Galasa nigrinodis,"boxwood leaftier moth, boxwood webworm",Lepidoptera,Pyralidae
2431,Nicrophorus vespilloides,Common Sexton Beetle,Coleoptera,Silphidae
2432,Boloria chariclea,Arctic Fritillary,Lepidoptera,Nymphalidae
2433,Hypena scabra,green cloverworm,Lepidoptera,Erebidae
2434,Ischnura verticalis,Eastern Forktail,Odonata,Coenagrionidae
2435,Graphium doson,Common jay,Lepidoptera,Papilionidae
2436,Dermestes lardarius,"Larder Beetle, Moisture Bug",Coleoptera,Dermestidae
2437,Analeptura lineola,Flower Longhorn Beetle,Coleoptera,Cerambycidae
2438,Lymantria monacha,"black arches, nun moth",Lepidoptera,Erebidae
2439,Pezotettix giornae,common Marquis grasshopper,Orthoptera,Acrididae
2440,Atta cephalotes,leaf cutting ant,Hymenoptera,Formicidae
2441,Mocis latipes,"Small Mocis Moth,  Striped Grass Looper",Lepidoptera,Erebidae
2442,Sparganothis sulfureana,"sparganothis fruitworm moth, blueberry leafroller",Lepidoptera,Tortricidae
2443,Araschnia levana,Map Butterfly,Lepidoptera,Nymphalidae
2444,Crematogaster peringueyi,,Hymenoptera,Formicidae
2445,Ocypus olens,Devil's coach-horse beetle,Coleoptera,Staphylinidae
2446,Pontia edusa,Eastern Bath white,Lepidoptera,Pieridae
2447,Urbanus proteus,Long-tailed Skipper,Lepidoptera,Hesperiidae
2448,Pachydiplax longipennis,blue dasher,Odonata,Libellulidae
2449,Zerene cesonia,Southern Dogface,Lepidoptera,Pieridae
2450,Panorpa communis,common scorpionfly,Mecoptera,Panorpidae
2451,Diplolepis polita,Spiny Leaf Gall Wasp,Hymenoptera,Cynipidae
2452,Heliopetes laviana,Laviana White-Skipper,Lepidoptera,Hesperiidae
2453,Pyrausta bicoloralis,bicolored pyrausta moth,Lepidoptera,Crambidae
2454,Labidomera clivicollis,milkweed leaf beetle,Coleoptera,Chrysomelidae
2455,Cacyreus marshalli,pelargonium butterfly,Lepidoptera,Lycaenidae
2456,Achlyodes pallida,Pale Sicklewing,Lepidoptera,Hesperiidae
2457,Amata phegea,Nine-Spotted Moth,Lepidoptera,Erebidae
2458,Harpalus rufipes,strawberry seed beetle,Coleoptera,Carabidae
2459,Plagiodera versicolora, Imported Willow Leaf Beetle,Coleoptera,Chrysomelidae
2460,Calpodes ethlius," Brazilian skipper,  canna butterfly, arrowroot butterfly, lesser canna leafroller, Geshna cannalis",Lepidoptera,Hesperiidae
2461,Deilephila elpenor,"Elephant Hawk-Moth, 
Large Elephant Hawk-Moth",Lepidoptera,Sphingidae
2462,Blastobasis glandulella,"acorn moth,tortrix moth",Lepidoptera,Blastobasidae
2463,Eubolina impartialis,eubolina moth,Lepidoptera,Erebidae
2464,Pieris virginiensis,West Virginia white,Lepidoptera,Pieridae
2465,Neophasia menapia,Pine White Butterfly,Lepidoptera,Pieridae
2466,Micromus tasmaniae,Tasmanian Brown Lscewing,Neuroptera,Hemerobiidae
2467,Trichordestra legitima,Striped Garden Caterpillar,Lepidoptera,Noctuidae
2468,Tripudia quadrifera,,Lepidoptera,Noctuidae
2469,Halictus tripartitus,Tripartite Sweat Bee,Hymenoptera,Halictidae
2470,Oedemera nobilis,"false oil beetle, thick-legged flower beetle,swollen-thighed beetle",Coleoptera,Oedemeridae
2471,Spectrotrota fimbrialis,,Lepidoptera,Pyralidae
2472,Pseudocoremia suavis,the common forest looper,Lepidoptera,Geometridae
2473,Diastictis fracturalis,Fractured Western Snout Moth,Lepidoptera,Crambidae
2474,Acraea serena,Dancing Acraea ,Lepidoptera,Nymphalidae
2475,Omophoita cyanipennis,eight-spotted flea beetle,Coleoptera,Chrysomelidae
2476,Cercopis vulnerata," black-and-red froghopper, red-and-black froghopper",Hemiptera,Cercopidae
2477,Anaplectoides prasina,Green Arches,Lepidoptera,Noctuidae
2478,Euthrix potatoria,"the drinker
",Lepidoptera,Lasiocampidae
2479,Nannodiplax rubra,Pygmy Percher,Odonata,Libellulidae
2480,Tettigonia cantans,,Orthoptera,Tettigoniidae
2481,Lomaspilis marginata,clouded border moth,Lepidoptera,Geometridae
2482,Orthetrum sabina, the slender skimmer or green marsh hawk,Odonata,Libellulidae
2483,Anartia jatrophae,White Peacock,Lepidoptera,Nymphalidae
2484,Haploa clymene,Clymene moth,Lepidoptera,Erebidae
2485,Papilio polyxenes,"black swallowtail, American swallowtail, parsnip swallowtail, parsley swallowtail, celeryworm, caraway worm",Lepidoptera,Papilionidae
2486,Papilio anchisiades," ruby-spotted swallowtail,red-spotted swallowtail",Lepidoptera,Papilionidae
2487,Microtheoris vibicalis,Whip-Marked Snout Moth,Lepidoptera,Crambidae
2488,Leptysma marginicollis,cattail toothpick grasshopper,Orthoptera,Acrididae
2489,Mylothris agathina,"Eastern Dotted Border, Common Dotted Border",Lepidoptera,Pieridae
2490,Syngamia florella,"Orange-spotted Flower Moth, Red Waisted Florella Moth",Lepidoptera,Crambidae
2491,Nepytia canosaria,False Hemlock Looper Moth,Lepidoptera,Geometridae
2492,Aedes albopictus,"Tiger Mosquito, Forest Mosquito ",Diptera,Culicidae
2493,Halictus scabiosae,great banded furrow-bee,Hymenoptera,Halictidae
2494,Marpesia petreus,Ruddy Daggerwing,Lepidoptera,Nymphalidae
2495,Prionus laticollis,broadnecked root borer,Coleoptera,Cerambycidae
2496,Charaxes jasius, two-tailed pasha,Lepidoptera,Nymphalidae
2497,Enicospilus purgatus,Short-Tailed ichneumon Wasp,Hymenoptera,Ichneumonidae
2498,Aidemona azteca,Aztec Spur-Throat ,Orthoptera,Acrididae
2499,Philenora aspectalella,Little Mask Philenora,Lepidoptera,Erebidae
2500,Caenurgina crassiuscula,"Clover Looper, Range Grass Moth",Lepidoptera,Erebidae
2501,Phosphila miselioides,spotted phosphila,Lepidoptera,Noctuidae
2502,Speyeria idalia,Regal fritillary,Lepidoptera,Nymphalidae
2503,Pantomorus cervinus,Fuller's rose beetle,Coleoptera,Curculionidae
2504,Satyrium titus, the coral hairstreak,Lepidoptera,Lycaenidae
